Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00       1/15034       _ZNSt8functionIFvRN2cl4sycl6detail12nd_item_baseEEEC1IZNS2_28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS1_7handlerEE_clESA_EUlNS1_7nd_itemILi1EEERT_E_NS2_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaSA_T1_T2_RKNS1_5rangeIXT0_EEERKNS1_8nd_rangeIXT0_EEEEUlSD_E_vvEESE_ <cycle 1> [106]
                0.00    0.00       1/3           std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::vector(std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > const&) [43]
-----------------------------------------------
                                   1             cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
                                   5             cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 3> [32]
                0.00    0.00       1/4           std::__shared_ptr<cl::sycl::detail::device, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [33]
[22]     0.0    0.00    0.00       6+1       cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
                0.00    0.00       1/1           std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > std::set_intersection<__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > >(__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >) [24]
                0.00    0.00       2/2           cl::sycl::info::param_traits<cl::sycl::info::device, (cl::sycl::info::device)89>::return_type cl::sycl::device::get_info<(cl::sycl::info::device)89>() const [139]
                0.00    0.00       1/1           std::array<unsigned long, 1ul>::operator[](unsigned long) const [172]
                0.00    0.00       1/1           std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [196]
                                   2             cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 3> [32]
                                   1             cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
-----------------------------------------------
                0.00    0.00       1/2           _ZSt3getILm1EJN2cl4sycl6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_7nd_itemILi1EEERT_E_EERNSt13tuple_elementIXT_ESt5tupleIJDpT0_EEE4typeERSJ_ [14]
                0.00    0.00       1/2           cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 3> [32]
[23]     0.0    0.00    0.00       2         cl::sycl::detail::aligned_mem::aligned_allocator::~aligned_allocator() [23]
                0.00    0.00       1/15034       _ZN2cl4sycl7handler12parallel_forI21TotientReductionLocalIiELi1EJNS0_6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRS1_E_clESA_EUlNS0_7nd_itemILi1EEERT_E_EEEvRKNS0_8nd_rangeIXT0_EEEDpT1_ <cycle 1> [72]
-----------------------------------------------
                0.00    0.00       1/1           cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
[24]     0.0    0.00    0.00       1         std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > std::set_intersection<__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > > >(__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, __gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, std::back_insert_iterator<std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >) [24]
                0.00    0.00       1/15034       _ZN2cl4sycl7handler12parallel_forI21TotientReductionLocalIiELi1EJNS0_6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRS1_E_clESA_EUlNS0_7nd_itemILi1EEERT_E_EEEvRKNS0_8nd_rangeIXT0_EEEDpT1_ <cycle 1> [72]
                0.00    0.00       1/8           void std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::_M_realloc_insert<cl::sycl::memory_scope>(__gnu_cxx::__normal_iterator<cl::sycl::memory_scope*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >, cl::sycl::memory_scope&&) [95]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.0    0.00    0.00                 hcf(unsigned int, unsigned int) [25]
                0.00    0.00       1/15034       cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 1> [42]
                0.00    0.00       1/4           _ZN2cl4sycl6detailL15get_handler_tagIZNS0_5queue6memsetEPvimRKSt6vectorINS0_5eventESaIS6_EEEUlRNS0_7handlerEE_EEDTcmclfp_cl7declvalISC_EEEtlNS1_20standard_handler_tagEEET_NS1_14handler_choiceILj0EEE [113]
                0.00    0.00       1/1           std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_destroy(std::_Any_data&, std::integral_constant<bool, true>) [192]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.0    0.00    0.00                 euler(unsigned int) [26]
                0.00    0.00       1/15034       std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [44]
                0.00    0.00       1/4           _ZN2cl4sycl6detailL15get_handler_tagIZNS0_5queue6memsetEPvimRKSt6vectorINS0_5eventESaIS6_EEEUlRNS0_7handlerEE_EEDTcmclfp_cl7declvalISC_EEEtlNS1_20standard_handler_tagEEET_NS1_14handler_choiceILj0EEE [113]
-----------------------------------------------
                                                 <spontaneous>
[27]     0.0    0.00    0.00                 __gthread_active_p() [27]
                0.00    0.00       1/15034       std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [44]
-----------------------------------------------
                                                 <spontaneous>
[28]     0.0    0.00    0.00                 __gnu_cxx::__exchange_and_add(int volatile*, int) [28]
                0.00    0.00       1/15034       register_tm_clones <cycle 1> [48]
                0.00    0.00       1/45008       _ZNSt14_Function_base13_Base_managerIZN2cl4sycl6detail28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_7nd_itemILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlS9_E_E15_M_init_functorERSt9_Any_dataOSR_St17integral_constantIbLb0EE [59]
-----------------------------------------------
                                                 <spontaneous>
[29]     0.0    0.00    0.00                 std::unique_ptr<cl::sycl::handler, std::default_delete<cl::sycl::handler> >::~unique_ptr() [29]
                0.00    0.00       1/15034       _ZN2cl4sycl7handler12parallel_forI21TotientReductionLocalIiELi1EJNS0_6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRS1_E_clESA_EUlNS0_7nd_itemILi1EEERT_E_EEEvRKNS0_8nd_rangeIXT0_EEEDpT1_ <cycle 1> [72]
                0.00    0.00       3/3           cl::sycl::detail::accessor_buffer_interface<unsigned int, 1, (cl::sycl::access::mode)2, (cl::sycl::access::target)3, (cl::sycl::access::placeholder)0>::linear_offset_from_buffer() const [127]
                0.00    0.00       2/5           cl::sycl::accessor<int, 1, (cl::sycl::access::mode)2, (cl::sycl::access::target)3, (cl::sycl::access::placeholder)0>::accessor(cl::sycl::range<1>, cl::sycl::handler&, cl::sycl::property_list const&) [103]
                0.00    0.00       1/7           __gnu_cxx::__normal_iterator<cl::sycl::device*, std::vector<cl::sycl::device, std::allocator<cl::sycl::device> > >::__normal_iterator(cl::sycl::device* const&) [96]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.0    0.00    0.00                 std::_Vector_base<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> >::_M_create_storage(unsigned long) [30]
                0.00    0.00       1/15034       _ZN2cl4sycl7handler12parallel_forI21TotientReductionLocalIiELi1EJNS0_6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRS1_E_clESA_EUlNS0_7nd_itemILi1EEERT_E_EEEvRKNS0_8nd_rangeIXT0_EEEDpT1_ <cycle 1> [72]
-----------------------------------------------
                                                 <spontaneous>
[31]     0.0    0.00    0.00                 _ZNSt5tupleIJN2cl4sycl6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_7nd_itemILi1EEERT_E_EED2Ev [31]
                0.00    0.00       1/15034       _ZZN2cl4sycl6detail28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS0_7handlerEE_clES4_EUlNS0_7nd_itemILi1EEERT_E_NS1_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS4_T1_T2_RKNS0_5rangeIXT0_EEERKNS0_8nd_rangeIXT0_EEEENKUlS7_E_clES7_ <cycle 1> [123]
-----------------------------------------------
                                   2             cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
                0.00    0.00       3/4           __gnu_cxx::__atomic_add_dispatch(int*, int) [20]
[32]     0.0    0.00    0.00       5         cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 3> [32]
                0.00    0.00       1/2           cl::sycl::detail::aligned_mem::aligned_allocator::~aligned_allocator() [23]
                0.00    0.00       1/12          cl::sycl::buffer<unsigned int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(unsigned int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) [91]
                                   5             cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
-----------------------------------------------
                0.00    0.00       1/1           relprime(unsigned int, unsigned int) [34]
[33]     0.0    0.00    0.00       1         std::__shared_ptr<cl::sycl::detail::device, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [33]
                0.00    0.00       1/4           cl::sycl::buffer<int, 1, cl::sycl::detail::aligned_mem::aligned_allocator>::buffer(int*, cl::sycl::range<1> const&, cl::sycl::property_list const&) <cycle 3> [22]
-----------------------------------------------
                                                 <spontaneous>
[34]     0.0    0.00    0.00                 relprime(unsigned int, unsigned int) [34]
                0.00    0.00       1/1           std::__shared_ptr<cl::sycl::detail::device, (__gnu_cxx::_Lock_policy)2>::~__shared_ptr() [33]
                0.00    0.00       1/4           _GLOBAL__sub_I__Z3hcfjj [108]
                0.00    0.00       1/1           std::shared_ptr<cl::sycl::detail::event>::~shared_ptr() [176]
-----------------------------------------------
                0.00    0.00      18/18          operator new(unsigned long, void*) [36]
[35]     0.0    0.00    0.00      18         cl::sycl::amd_selector::amd_selector() [35]
                0.00    0.00      18/225015022     _init [1]
-----------------------------------------------
                0.00    0.00       1/6           std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_init_functor(std::_Any_data&, cl::sycl::detail::item_base&&) [40]
                0.00    0.00       2/6           std::_Function_handler<void (cl::sycl::detail::item_base&), void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_invoke(std::_Any_data const&, cl::sycl::detail::item_base&) [38]
                0.00    0.00       3/6           cl::sycl::detail::aligned_mem::aligned_allocator::~aligned_allocator() [37]
[36]     0.0    0.00    0.00       6         operator new(unsigned long, void*) [36]
                0.00    0.00      18/18          cl::sycl::amd_selector::amd_selector() [35]
-----------------------------------------------
                                                 <spontaneous>
[37]     0.0    0.00    0.00                 cl::sycl::detail::aligned_mem::aligned_allocator::~aligned_allocator() [37]
                0.00    0.00       3/6           operator new(unsigned long, void*) [36]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.0    0.00    0.00                 std::_Function_handler<void (cl::sycl::detail::item_base&), void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_invoke(std::_Any_data const&, cl::sycl::detail::item_base&) [38]
                0.00    0.00       2/6           operator new(unsigned long, void*) [36]
-----------------------------------------------
                                                 <spontaneous>
[39]     0.0    0.00    0.00                 cl::sycl::detail::command_group::command_group(std::shared_ptr<cl::sycl::detail::queue> const&) [39]
                0.00    0.00       3/225015022     _init [1]
-----------------------------------------------
                                                 <spontaneous>
[40]     0.0    0.00    0.00                 std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_init_functor(std::_Any_data&, cl::sycl::detail::item_base&&) [40]
                0.00    0.00       1/6           operator new(unsigned long, void*) [36]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::vector(std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > const&) [43]
                0.00    0.00       2/3           cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 1> [42]
[41]     0.0    0.00    0.00       3         std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [41]
                0.00    0.00       1/225015022     _init [1]
-----------------------------------------------
                                   1             std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [44]
                                   1             _ZNSt11_Tuple_implILm0EJN2cl4sycl6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_7nd_itemILi1EEERT_E_EEC2IS6_JSE_EvEEOSC_DpOT0_ <cycle 1> [183]
                0.00    0.00       1/15034       hcf(unsigned int, unsigned int) [25]
                0.00    0.00       1/15034       _ZNSt11_Tuple_implILm1EJZZ4mainENKUlRN2cl4sycl7handlerEE_clES3_EUlNS1_7nd_itemILi1EEERT_E_EEC2IS9_EEOS7_ [17]
                0.00    0.00       3/15034       std::shared_ptr<void>::~shared_ptr() [13]
[42]     0.0    0.00    0.00       7         cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 1> [42]
                0.00    0.00       2/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [41]
                0.00    0.00   30003/60003       std::allocator<int>::~allocator() [56]
                0.00    0.00       3/30003       std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> >::vector(std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> >&&) [62]
                0.00    0.00       1/5           _ZNSt14_Function_base13_Base_managerIZN2cl4sycl6detail28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_7nd_itemILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlS9_E_E15_M_init_functorERSt9_Any_dataOSR_ [105]
                                   1             _ZN2cl4sycl7handler12parallel_forI21TotientReductionLocalIiELi1EJNS0_6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRS1_E_clESA_EUlNS0_7nd_itemILi1EEERT_E_EEEvRKNS0_8nd_rangeIXT0_EEEDpT1_ <cycle 1> [72]
-----------------------------------------------
                0.00    0.00       1/3           _ZN2cl4sycl6detail13extract_tupleILm1ENS1_8identityEJNS1_14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS0_7handlerEE_clES9_EUlNS0_7nd_itemILi1EEERT_E_EEEDaSt5tupleIJDpT1_EET0_ [45]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::~vector() [46]
                0.00    0.00       1/3           _ZN2cl4sycl6detail22extract_reduction_implIJNS1_14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS0_7handlerEE_clES8_EUlNS0_7nd_itemILi1EEERT_E_EE3getESt5tupleIJS6_SE_EE [21]
[43]     0.0    0.00    0.00       3         std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::vector(std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > const&) [43]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::vector(unsigned long, std::allocator<int> const&) [41]
                0.00    0.00       2/2           std::allocator_traits<std::allocator<cl::sycl::memory_order> >::deallocate(std::allocator<cl::sycl::memory_order>&, cl::sycl::memory_order*, unsigned long) [147]
                0.00    0.00       1/1           cl::sycl::memory_scope&& std::forward<cl::sycl::memory_scope>(std::remove_reference<cl::sycl::memory_scope>::type&) [208]
                0.00    0.00       1/1           void std::allocator_traits<std::allocator<cl::sycl::memory_scope> >::construct<cl::sycl::memory_scope, cl::sycl::memory_scope>(std::allocator<cl::sycl::memory_scope>&, cl::sycl::memory_scope*, cl::sycl::memory_scope&&) [199]
                0.00    0.00       1/2           std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >::clear() [148]
-----------------------------------------------
                                   1             std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [44]
                                   3             std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)89, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [5]
                0.00    0.00       1/15034       __gthread_active_p() [27]
                0.00    0.00       1/15034       euler(unsigned int) [26]
                0.00    0.00       1/15034       _ZNSt11_Tuple_implILm0EJN2cl4sycl6detail14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS1_7handlerEE_clES8_EUlNS1_7nd_itemILi1EEERT_E_EED2Ev [16]
[44]     0.0    0.00    0.00       6+1       std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)88, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [44]
                0.00    0.00       1/1           std::vector<int, std::allocator<int> >::~vector() [46]
                0.00    0.00       1/1           _ZN2cl4sycl6detail13extract_tupleILm1ENS1_8identityEJNS1_14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS0_7handlerEE_clES9_EUlNS0_7nd_itemILi1EEERT_E_EEEDaSt5tupleIJDpT1_EET0_ [45]
                0.00    0.00       5/7           _ZNSt14_Function_base13_Base_managerIZN2cl4sycl6detail28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_7nd_itemILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlS9_E_E10_M_destroyERSt9_Any_dataSt17integral_constantIbLb0EE [98]
                0.00    0.00       2/5           _ZNSt14_Function_base13_Base_managerIZN2cl4sycl6detail28get_reduction_kernel_atomicsILb1ELi1EZZ4mainENKUlRNS2_7handlerEE_clES6_EUlNS2_7nd_itemILi1EEERT_E_NS3_14reduction_implILb0EjLi1ESt4plusIjEEEEEDaS6_T1_T2_RKNS2_5rangeIXT0_EEERKNS2_8nd_rangeIXT0_EEEEUlS9_E_E15_M_init_functorERSt9_Any_dataOSR_ [105]
                0.00    0.00       1/30020       cl::sycl::event cl::sycl::queue::submit<main::{lambda(cl::sycl::handler&)#1}>(main::{lambda(cl::sycl::handler&)#1}) <cycle 2> [61]
                0.00    0.00       1/3           std::vector<int, std::allocator<int> >::data() [129]
                0.00    0.00       1/1           _ZN2cl4sycl6detail20extract_tuple_helperIJNS1_14reduction_implILb0EjLi1ESt4plusIjEEEZZ4mainENKUlRNS0_7handlerEE_clES8_EUlNS0_7nd_itemILi1EEERT_E_EE3getINS1_8identityEJLm0EEEEDaSt5tupleIJS6_SE_EESC_St16integer_sequenceImJXspT0_EEE [158]
                                   1             std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > cl::sycl::detail::device_capability_intersection<(cl::sycl::info::device)89, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> > >(cl::sycl::context const*, std::vector<cl::sycl::memory_scope, std::allocator<cl::sycl::memory_scope> >) <cycle 1> [5]
                                   1             register_tm_clones <cycle 1> [48]
                                   1             std::_Function_base::_Base_manager<void cl::sycl::handler::parallel_for_impl<cl::sycl::detail::computeCppMagicEmptyKernel, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1}, 1>(cl::sycl::detail::index_array const&, cl::sycl::detail::index_array, cl::sycl::detail::computeCppMagicKernel(cl::sycl::queue&)::{lambda(cl::sycl::handler&)#1}::operator()(cl::sycl::handler&) const::{lambda(cl::sycl::item<1, true>)#1})::{lambda(cl::sycl::detail::item_base&)#1}>::_M_clone(std::_Any_data&, {lambda(cl::sycl::detail::item_base&)#1} const&, std::integral_constant<bool, true>) <cycle 1> [146]
                                   1             cl::sycl::info_convert<unsigned long*, std::vector<cl::sycl::memory_order, std::allocator<cl::sycl::memory_order> > >::cl_to_sycl(unsigned long*, unsigned long, unsigned int) <cycle 1> [42]
